"","year","shower_name","active_start","peak_date","active_end","active_date_label","peak_date_label","zhr","intensity"
"446",2037,"Draconids",2037-10-06,2037-10-08,2037-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"447",2037,"Eta Aquariids",2037-04-19,2037-05-06,2037-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"448",2037,"Geminids",2037-12-04,2037-12-14,2037-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"449",2037,"Leonids",2037-11-06,2037-11-17,2037-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"450",2037,"Lyrids",2037-04-15,2037-04-22,2037-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"451",2037,"Northern Taurids",2037-10-13,2037-11-12,2037-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"452",2037,"Orionids",2037-10-02,2037-10-22,2037-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"453",2037,"Perseids",2037-07-17,2037-08-12,2037-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"454",2037,"Quadrantids",2037-01-01,2037-01-03,2037-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"455",2037,"Southern Taurids",2037-09-23,2037-10-10,2037-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"456",2037,"Ursids",2037-12-17,2037-12-22,2037-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"457",2038,"Delta Aquariids",2038-07-12,2038-07-30,2038-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"458",2038,"Draconids",2038-10-06,2038-10-08,2038-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"459",2038,"Eta Aquariids",2038-04-19,2038-05-06,2038-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"460",2038,"Geminids",2038-12-04,2038-12-14,2038-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"461",2038,"Leonids",2038-11-06,2038-11-17,2038-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"462",2038,"Lyrids",2038-04-15,2038-04-22,2038-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"463",2038,"Northern Taurids",2038-10-13,2038-11-12,2038-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"464",2038,"Orionids",2038-10-02,2038-10-22,2038-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"465",2038,"Perseids",2038-07-17,2038-08-12,2038-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"466",2038,"Quadrantids",2038-01-01,2038-01-03,2038-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"467",2038,"Southern Taurids",2038-09-23,2038-10-10,2038-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"468",2038,"Ursids",2038-12-17,2038-12-22,2038-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"469",2039,"Delta Aquariids",2039-07-12,2039-07-30,2039-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"470",2039,"Draconids",2039-10-06,2039-10-08,2039-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"471",2039,"Eta Aquariids",2039-04-19,2039-05-06,2039-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"472",2039,"Geminids",2039-12-04,2039-12-14,2039-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"473",2039,"Leonids",2039-11-06,2039-11-17,2039-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"474",2039,"Lyrids",2039-04-15,2039-04-22,2039-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"475",2039,"Northern Taurids",2039-10-13,2039-11-12,2039-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"476",2039,"Orionids",2039-10-02,2039-10-22,2039-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"477",2039,"Perseids",2039-07-17,2039-08-12,2039-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"478",2039,"Quadrantids",2039-01-01,2039-01-03,2039-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"479",2039,"Southern Taurids",2039-09-23,2039-10-10,2039-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"480",2039,"Ursids",2039-12-17,2039-12-22,2039-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"481",2040,"Delta Aquariids",2040-07-12,2040-07-30,2040-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"482",2040,"Draconids",2040-10-06,2040-10-08,2040-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"483",2040,"Eta Aquariids",2040-04-19,2040-05-06,2040-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"484",2040,"Geminids",2040-12-04,2040-12-14,2040-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"485",2040,"Leonids",2040-11-06,2040-11-17,2040-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"486",2040,"Lyrids",2040-04-15,2040-04-22,2040-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"487",2040,"Northern Taurids",2040-10-13,2040-11-12,2040-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"488",2040,"Orionids",2040-10-02,2040-10-22,2040-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"489",2040,"Perseids",2040-07-17,2040-08-12,2040-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"490",2040,"Quadrantids",2040-01-01,2040-01-03,2040-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"491",2040,"Southern Taurids",2040-09-23,2040-10-10,2040-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"492",2040,"Ursids",2040-12-17,2040-12-22,2040-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"493",2041,"Delta Aquariids",2041-07-12,2041-07-30,2041-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"494",2041,"Draconids",2041-10-06,2041-10-08,2041-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"495",2041,"Eta Aquariids",2041-04-19,2041-05-06,2041-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"496",2041,"Geminids",2041-12-04,2041-12-14,2041-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"497",2041,"Leonids",2041-11-06,2041-11-17,2041-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"498",2041,"Lyrids",2041-04-15,2041-04-22,2041-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"499",2041,"Northern Taurids",2041-10-13,2041-11-12,2041-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"500",2041,"Orionids",2041-10-02,2041-10-22,2041-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"501",2041,"Perseids",2041-07-17,2041-08-12,2041-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"502",2041,"Quadrantids",2041-01-01,2041-01-03,2041-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"503",2041,"Southern Taurids",2041-09-23,2041-10-10,2041-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"504",2041,"Ursids",2041-12-17,2041-12-22,2041-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"505",2042,"Delta Aquariids",2042-07-12,2042-07-30,2042-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"506",2042,"Draconids",2042-10-06,2042-10-08,2042-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"507",2042,"Eta Aquariids",2042-04-19,2042-05-06,2042-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"508",2042,"Geminids",2042-12-04,2042-12-14,2042-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"509",2042,"Leonids",2042-11-06,2042-11-17,2042-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"510",2042,"Lyrids",2042-04-15,2042-04-22,2042-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"511",2042,"Northern Taurids",2042-10-13,2042-11-12,2042-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"512",2042,"Orionids",2042-10-02,2042-10-22,2042-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"513",2042,"Perseids",2042-07-17,2042-08-12,2042-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"514",2042,"Quadrantids",2042-01-01,2042-01-03,2042-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"515",2042,"Southern Taurids",2042-09-23,2042-10-10,2042-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"516",2042,"Ursids",2042-12-17,2042-12-22,2042-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"517",2043,"Delta Aquariids",2043-07-12,2043-07-30,2043-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"518",2043,"Draconids",2043-10-06,2043-10-08,2043-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"519",2043,"Eta Aquariids",2043-04-19,2043-05-06,2043-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"520",2043,"Geminids",2043-12-04,2043-12-14,2043-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"521",2043,"Leonids",2043-11-06,2043-11-17,2043-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"522",2043,"Lyrids",2043-04-15,2043-04-22,2043-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"523",2043,"Northern Taurids",2043-10-13,2043-11-12,2043-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"524",2043,"Orionids",2043-10-02,2043-10-22,2043-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"525",2043,"Perseids",2043-07-17,2043-08-12,2043-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"526",2043,"Quadrantids",2043-01-01,2043-01-03,2043-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"527",2043,"Southern Taurids",2043-09-23,2043-10-10,2043-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"528",2043,"Ursids",2043-12-17,2043-12-22,2043-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"529",2044,"Delta Aquariids",2044-07-12,2044-07-30,2044-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"530",2044,"Draconids",2044-10-06,2044-10-08,2044-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"531",2044,"Eta Aquariids",2044-04-19,2044-05-06,2044-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"532",2044,"Geminids",2044-12-04,2044-12-14,2044-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"533",2044,"Leonids",2044-11-06,2044-11-17,2044-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"534",2044,"Lyrids",2044-04-15,2044-04-22,2044-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"535",2044,"Northern Taurids",2044-10-13,2044-11-12,2044-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"536",2044,"Orionids",2044-10-02,2044-10-22,2044-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"537",2044,"Perseids",2044-07-17,2044-08-12,2044-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"538",2044,"Quadrantids",2044-01-01,2044-01-03,2044-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"539",2044,"Southern Taurids",2044-09-23,2044-10-10,2044-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"540",2044,"Ursids",2044-12-17,2044-12-22,2044-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"541",2045,"Delta Aquariids",2045-07-12,2045-07-30,2045-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"542",2045,"Draconids",2045-10-06,2045-10-08,2045-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"543",2045,"Eta Aquariids",2045-04-19,2045-05-06,2045-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"544",2045,"Geminids",2045-12-04,2045-12-14,2045-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"545",2045,"Leonids",2045-11-06,2045-11-17,2045-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"546",2045,"Lyrids",2045-04-15,2045-04-22,2045-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"547",2045,"Northern Taurids",2045-10-13,2045-11-12,2045-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"548",2045,"Orionids",2045-10-02,2045-10-22,2045-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"549",2045,"Perseids",2045-07-17,2045-08-12,2045-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"550",2045,"Quadrantids",2045-01-01,2045-01-03,2045-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"551",2045,"Southern Taurids",2045-09-23,2045-10-10,2045-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"552",2045,"Ursids",2045-12-17,2045-12-22,2045-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"553",2046,"Delta Aquariids",2046-07-12,2046-07-30,2046-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"554",2046,"Draconids",2046-10-06,2046-10-08,2046-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"555",2046,"Eta Aquariids",2046-04-19,2046-05-06,2046-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"556",2046,"Geminids",2046-12-04,2046-12-14,2046-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"557",2046,"Leonids",2046-11-06,2046-11-17,2046-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"558",2046,"Lyrids",2046-04-15,2046-04-22,2046-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"559",2046,"Northern Taurids",2046-10-13,2046-11-12,2046-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"560",2046,"Orionids",2046-10-02,2046-10-22,2046-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"561",2046,"Perseids",2046-07-17,2046-08-12,2046-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"562",2046,"Quadrantids",2046-01-01,2046-01-03,2046-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"563",2046,"Southern Taurids",2046-09-23,2046-10-10,2046-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"564",2046,"Ursids",2046-12-17,2046-12-22,2046-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"565",2047,"Delta Aquariids",2047-07-12,2047-07-30,2047-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"566",2047,"Draconids",2047-10-06,2047-10-08,2047-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"567",2047,"Eta Aquariids",2047-04-19,2047-05-06,2047-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"568",2047,"Geminids",2047-12-04,2047-12-14,2047-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"569",2047,"Leonids",2047-11-06,2047-11-17,2047-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"570",2047,"Lyrids",2047-04-15,2047-04-22,2047-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"571",2047,"Northern Taurids",2047-10-13,2047-11-12,2047-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"572",2047,"Orionids",2047-10-02,2047-10-22,2047-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"573",2047,"Perseids",2047-07-17,2047-08-12,2047-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"574",2047,"Quadrantids",2047-01-01,2047-01-03,2047-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"575",2047,"Southern Taurids",2047-09-23,2047-10-10,2047-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"576",2047,"Ursids",2047-12-17,2047-12-22,2047-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"577",2048,"Delta Aquariids",2048-07-12,2048-07-30,2048-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"578",2048,"Draconids",2048-10-06,2048-10-08,2048-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"579",2048,"Eta Aquariids",2048-04-19,2048-05-06,2048-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"580",2048,"Geminids",2048-12-04,2048-12-14,2048-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"581",2048,"Leonids",2048-11-06,2048-11-17,2048-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"582",2048,"Lyrids",2048-04-15,2048-04-22,2048-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"583",2048,"Northern Taurids",2048-10-13,2048-11-12,2048-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"584",2048,"Orionids",2048-10-02,2048-10-22,2048-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"585",2048,"Perseids",2048-07-17,2048-08-12,2048-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"586",2048,"Quadrantids",2048-01-01,2048-01-03,2048-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"587",2048,"Southern Taurids",2048-09-23,2048-10-10,2048-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"588",2048,"Ursids",2048-12-17,2048-12-22,2048-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"589",2049,"Delta Aquariids",2049-07-12,2049-07-30,2049-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"590",2049,"Draconids",2049-10-06,2049-10-08,2049-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"591",2049,"Eta Aquariids",2049-04-19,2049-05-06,2049-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"592",2049,"Geminids",2049-12-04,2049-12-14,2049-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"593",2049,"Leonids",2049-11-06,2049-11-17,2049-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"594",2049,"Lyrids",2049-04-15,2049-04-22,2049-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"595",2049,"Northern Taurids",2049-10-13,2049-11-12,2049-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"596",2049,"Orionids",2049-10-02,2049-10-22,2049-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"597",2049,"Perseids",2049-07-17,2049-08-12,2049-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"598",2049,"Quadrantids",2049-01-01,2049-01-03,2049-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"599",2049,"Southern Taurids",2049-09-23,2049-10-10,2049-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"600",2049,"Ursids",2049-12-17,2049-12-22,2049-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"601",2050,"Delta Aquariids",2050-07-12,2050-07-30,2050-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"602",2050,"Draconids",2050-10-06,2050-10-08,2050-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"603",2050,"Eta Aquariids",2050-04-19,2050-05-06,2050-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"604",2050,"Geminids",2050-12-04,2050-12-14,2050-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"605",2050,"Leonids",2050-11-06,2050-11-17,2050-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"606",2050,"Lyrids",2050-04-15,2050-04-22,2050-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"607",2050,"Northern Taurids",2050-10-13,2050-11-12,2050-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"608",2050,"Orionids",2050-10-02,2050-10-22,2050-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"609",2050,"Perseids",2050-07-17,2050-08-12,2050-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"610",2050,"Quadrantids",2050-01-01,2050-01-03,2050-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"611",2050,"Southern Taurids",2050-09-23,2050-10-10,2050-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"612",2050,"Ursids",2050-12-17,2050-12-22,2050-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"613",2051,"Delta Aquariids",2051-07-12,2051-07-30,2051-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"614",2051,"Draconids",2051-10-06,2051-10-08,2051-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"615",2051,"Eta Aquariids",2051-04-19,2051-05-06,2051-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"616",2051,"Geminids",2051-12-04,2051-12-14,2051-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"617",2051,"Leonids",2051-11-06,2051-11-17,2051-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"618",2051,"Lyrids",2051-04-15,2051-04-22,2051-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"619",2051,"Northern Taurids",2051-10-13,2051-11-12,2051-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"620",2051,"Orionids",2051-10-02,2051-10-22,2051-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"621",2051,"Perseids",2051-07-17,2051-08-12,2051-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"622",2051,"Quadrantids",2051-01-01,2051-01-03,2051-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"623",2051,"Southern Taurids",2051-09-23,2051-10-10,2051-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"624",2051,"Ursids",2051-12-17,2051-12-22,2051-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"625",2052,"Delta Aquariids",2052-07-12,2052-07-30,2052-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"626",2052,"Draconids",2052-10-06,2052-10-08,2052-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"627",2052,"Eta Aquariids",2052-04-19,2052-05-06,2052-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"628",2052,"Geminids",2052-12-04,2052-12-14,2052-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"629",2052,"Leonids",2052-11-06,2052-11-17,2052-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"630",2052,"Lyrids",2052-04-15,2052-04-22,2052-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"631",2052,"Northern Taurids",2052-10-13,2052-11-12,2052-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"632",2052,"Orionids",2052-10-02,2052-10-22,2052-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"633",2052,"Perseids",2052-07-17,2052-08-12,2052-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"634",2052,"Quadrantids",2052-01-01,2052-01-03,2052-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"635",2052,"Southern Taurids",2052-09-23,2052-10-10,2052-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"636",2052,"Ursids",2052-12-17,2052-12-22,2052-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"637",2053,"Delta Aquariids",2053-07-12,2053-07-30,2053-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"638",2053,"Draconids",2053-10-06,2053-10-08,2053-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"639",2053,"Eta Aquariids",2053-04-19,2053-05-06,2053-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"640",2053,"Geminids",2053-12-04,2053-12-14,2053-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"641",2053,"Leonids",2053-11-06,2053-11-17,2053-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"642",2053,"Lyrids",2053-04-15,2053-04-22,2053-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"643",2053,"Northern Taurids",2053-10-13,2053-11-12,2053-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"644",2053,"Orionids",2053-10-02,2053-10-22,2053-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"645",2053,"Perseids",2053-07-17,2053-08-12,2053-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"646",2053,"Quadrantids",2053-01-01,2053-01-03,2053-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"647",2053,"Southern Taurids",2053-09-23,2053-10-10,2053-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"648",2053,"Ursids",2053-12-17,2053-12-22,2053-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"649",2054,"Delta Aquariids",2054-07-12,2054-07-30,2054-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"650",2054,"Draconids",2054-10-06,2054-10-08,2054-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"651",2054,"Eta Aquariids",2054-04-19,2054-05-06,2054-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"652",2054,"Geminids",2054-12-04,2054-12-14,2054-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"653",2054,"Leonids",2054-11-06,2054-11-17,2054-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"654",2054,"Lyrids",2054-04-15,2054-04-22,2054-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"655",2054,"Northern Taurids",2054-10-13,2054-11-12,2054-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"656",2054,"Orionids",2054-10-02,2054-10-22,2054-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"657",2054,"Perseids",2054-07-17,2054-08-12,2054-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"658",2054,"Quadrantids",2054-01-01,2054-01-03,2054-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"659",2054,"Southern Taurids",2054-09-23,2054-10-10,2054-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"660",2054,"Ursids",2054-12-17,2054-12-22,2054-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"661",2055,"Delta Aquariids",2055-07-12,2055-07-30,2055-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"662",2055,"Draconids",2055-10-06,2055-10-08,2055-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"663",2055,"Eta Aquariids",2055-04-19,2055-05-06,2055-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"664",2055,"Geminids",2055-12-04,2055-12-14,2055-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"665",2055,"Leonids",2055-11-06,2055-11-17,2055-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"666",2055,"Lyrids",2055-04-15,2055-04-22,2055-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"667",2055,"Northern Taurids",2055-10-13,2055-11-12,2055-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"668",2055,"Orionids",2055-10-02,2055-10-22,2055-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"669",2055,"Perseids",2055-07-17,2055-08-12,2055-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"670",2055,"Quadrantids",2055-01-01,2055-01-03,2055-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
