"","year","shower_name","active_start","peak_date","active_end","active_date_label","peak_date_label","zhr","intensity"
"896",2074,"Orionids",2074-10-02,2074-10-22,2074-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"897",2074,"Perseids",2074-07-17,2074-08-12,2074-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"898",2074,"Quadrantids",2074-01-01,2074-01-03,2074-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"899",2074,"Southern Taurids",2074-09-23,2074-10-10,2074-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"900",2074,"Ursids",2074-12-17,2074-12-22,2074-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"901",2075,"Delta Aquariids",2075-07-12,2075-07-30,2075-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"902",2075,"Draconids",2075-10-06,2075-10-08,2075-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"903",2075,"Eta Aquariids",2075-04-19,2075-05-06,2075-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"904",2075,"Geminids",2075-12-04,2075-12-14,2075-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"905",2075,"Leonids",2075-11-06,2075-11-17,2075-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"906",2075,"Lyrids",2075-04-15,2075-04-22,2075-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"907",2075,"Northern Taurids",2075-10-13,2075-11-12,2075-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"908",2075,"Orionids",2075-10-02,2075-10-22,2075-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"909",2075,"Perseids",2075-07-17,2075-08-12,2075-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"910",2075,"Quadrantids",2075-01-01,2075-01-03,2075-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"911",2075,"Southern Taurids",2075-09-23,2075-10-10,2075-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"912",2075,"Ursids",2075-12-17,2075-12-22,2075-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"913",2076,"Delta Aquariids",2076-07-12,2076-07-30,2076-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"914",2076,"Draconids",2076-10-06,2076-10-08,2076-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"915",2076,"Eta Aquariids",2076-04-19,2076-05-06,2076-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"916",2076,"Geminids",2076-12-04,2076-12-14,2076-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"917",2076,"Leonids",2076-11-06,2076-11-17,2076-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"918",2076,"Lyrids",2076-04-15,2076-04-22,2076-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"919",2076,"Northern Taurids",2076-10-13,2076-11-12,2076-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"920",2076,"Orionids",2076-10-02,2076-10-22,2076-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"921",2076,"Perseids",2076-07-17,2076-08-12,2076-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"922",2076,"Quadrantids",2076-01-01,2076-01-03,2076-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"923",2076,"Southern Taurids",2076-09-23,2076-10-10,2076-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"924",2076,"Ursids",2076-12-17,2076-12-22,2076-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"925",2077,"Delta Aquariids",2077-07-12,2077-07-30,2077-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"926",2077,"Draconids",2077-10-06,2077-10-08,2077-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"927",2077,"Eta Aquariids",2077-04-19,2077-05-06,2077-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"928",2077,"Geminids",2077-12-04,2077-12-14,2077-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"929",2077,"Leonids",2077-11-06,2077-11-17,2077-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"930",2077,"Lyrids",2077-04-15,2077-04-22,2077-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"931",2077,"Northern Taurids",2077-10-13,2077-11-12,2077-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"932",2077,"Orionids",2077-10-02,2077-10-22,2077-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"933",2077,"Perseids",2077-07-17,2077-08-12,2077-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"934",2077,"Quadrantids",2077-01-01,2077-01-03,2077-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"935",2077,"Southern Taurids",2077-09-23,2077-10-10,2077-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"936",2077,"Ursids",2077-12-17,2077-12-22,2077-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"937",2078,"Delta Aquariids",2078-07-12,2078-07-30,2078-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"938",2078,"Draconids",2078-10-06,2078-10-08,2078-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"939",2078,"Eta Aquariids",2078-04-19,2078-05-06,2078-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"940",2078,"Geminids",2078-12-04,2078-12-14,2078-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"941",2078,"Leonids",2078-11-06,2078-11-17,2078-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"942",2078,"Lyrids",2078-04-15,2078-04-22,2078-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"943",2078,"Northern Taurids",2078-10-13,2078-11-12,2078-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"944",2078,"Orionids",2078-10-02,2078-10-22,2078-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"945",2078,"Perseids",2078-07-17,2078-08-12,2078-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"946",2078,"Quadrantids",2078-01-01,2078-01-03,2078-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"947",2078,"Southern Taurids",2078-09-23,2078-10-10,2078-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"948",2078,"Ursids",2078-12-17,2078-12-22,2078-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"949",2079,"Delta Aquariids",2079-07-12,2079-07-30,2079-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"950",2079,"Draconids",2079-10-06,2079-10-08,2079-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"951",2079,"Eta Aquariids",2079-04-19,2079-05-06,2079-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"952",2079,"Geminids",2079-12-04,2079-12-14,2079-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"953",2079,"Leonids",2079-11-06,2079-11-17,2079-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"954",2079,"Lyrids",2079-04-15,2079-04-22,2079-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"955",2079,"Northern Taurids",2079-10-13,2079-11-12,2079-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"956",2079,"Orionids",2079-10-02,2079-10-22,2079-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"957",2079,"Perseids",2079-07-17,2079-08-12,2079-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"958",2079,"Quadrantids",2079-01-01,2079-01-03,2079-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"959",2079,"Southern Taurids",2079-09-23,2079-10-10,2079-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"960",2079,"Ursids",2079-12-17,2079-12-22,2079-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"961",2080,"Delta Aquariids",2080-07-12,2080-07-30,2080-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"962",2080,"Draconids",2080-10-06,2080-10-08,2080-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"963",2080,"Eta Aquariids",2080-04-19,2080-05-06,2080-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"964",2080,"Geminids",2080-12-04,2080-12-14,2080-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"965",2080,"Leonids",2080-11-06,2080-11-17,2080-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"966",2080,"Lyrids",2080-04-15,2080-04-22,2080-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"967",2080,"Northern Taurids",2080-10-13,2080-11-12,2080-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"968",2080,"Orionids",2080-10-02,2080-10-22,2080-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"969",2080,"Perseids",2080-07-17,2080-08-12,2080-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"970",2080,"Quadrantids",2080-01-01,2080-01-03,2080-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"971",2080,"Southern Taurids",2080-09-23,2080-10-10,2080-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"972",2080,"Ursids",2080-12-17,2080-12-22,2080-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"973",2081,"Delta Aquariids",2081-07-12,2081-07-30,2081-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"974",2081,"Draconids",2081-10-06,2081-10-08,2081-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"975",2081,"Eta Aquariids",2081-04-19,2081-05-06,2081-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"976",2081,"Geminids",2081-12-04,2081-12-14,2081-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"977",2081,"Leonids",2081-11-06,2081-11-17,2081-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"978",2081,"Lyrids",2081-04-15,2081-04-22,2081-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"979",2081,"Northern Taurids",2081-10-13,2081-11-12,2081-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"980",2081,"Orionids",2081-10-02,2081-10-22,2081-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"981",2081,"Perseids",2081-07-17,2081-08-12,2081-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"982",2081,"Quadrantids",2081-01-01,2081-01-03,2081-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"983",2081,"Southern Taurids",2081-09-23,2081-10-10,2081-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"984",2081,"Ursids",2081-12-17,2081-12-22,2081-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"985",2082,"Delta Aquariids",2082-07-12,2082-07-30,2082-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"986",2082,"Draconids",2082-10-06,2082-10-08,2082-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"987",2082,"Eta Aquariids",2082-04-19,2082-05-06,2082-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"988",2082,"Geminids",2082-12-04,2082-12-14,2082-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"989",2082,"Leonids",2082-11-06,2082-11-17,2082-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"990",2082,"Lyrids",2082-04-15,2082-04-22,2082-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"991",2082,"Northern Taurids",2082-10-13,2082-11-12,2082-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"992",2082,"Orionids",2082-10-02,2082-10-22,2082-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"993",2082,"Perseids",2082-07-17,2082-08-12,2082-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"994",2082,"Quadrantids",2082-01-01,2082-01-03,2082-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"995",2082,"Southern Taurids",2082-09-23,2082-10-10,2082-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"996",2082,"Ursids",2082-12-17,2082-12-22,2082-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"997",2083,"Delta Aquariids",2083-07-12,2083-07-30,2083-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"998",2083,"Draconids",2083-10-06,2083-10-08,2083-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"999",2083,"Eta Aquariids",2083-04-19,2083-05-06,2083-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1000",2083,"Geminids",2083-12-04,2083-12-14,2083-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1001",2083,"Leonids",2083-11-06,2083-11-17,2083-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1002",2083,"Lyrids",2083-04-15,2083-04-22,2083-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1003",2083,"Northern Taurids",2083-10-13,2083-11-12,2083-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1004",2083,"Orionids",2083-10-02,2083-10-22,2083-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1005",2083,"Perseids",2083-07-17,2083-08-12,2083-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1006",2083,"Quadrantids",2083-01-01,2083-01-03,2083-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1007",2083,"Southern Taurids",2083-09-23,2083-10-10,2083-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1008",2083,"Ursids",2083-12-17,2083-12-22,2083-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1009",2084,"Delta Aquariids",2084-07-12,2084-07-30,2084-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1010",2084,"Draconids",2084-10-06,2084-10-08,2084-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1011",2084,"Eta Aquariids",2084-04-19,2084-05-06,2084-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1012",2084,"Geminids",2084-12-04,2084-12-14,2084-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1013",2084,"Leonids",2084-11-06,2084-11-17,2084-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1014",2084,"Lyrids",2084-04-15,2084-04-22,2084-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1015",2084,"Northern Taurids",2084-10-13,2084-11-12,2084-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1016",2084,"Orionids",2084-10-02,2084-10-22,2084-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1017",2084,"Perseids",2084-07-17,2084-08-12,2084-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1018",2084,"Quadrantids",2084-01-01,2084-01-03,2084-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1019",2084,"Southern Taurids",2084-09-23,2084-10-10,2084-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1020",2084,"Ursids",2084-12-17,2084-12-22,2084-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1021",2085,"Delta Aquariids",2085-07-12,2085-07-30,2085-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1022",2085,"Draconids",2085-10-06,2085-10-08,2085-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1023",2085,"Eta Aquariids",2085-04-19,2085-05-06,2085-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1024",2085,"Geminids",2085-12-04,2085-12-14,2085-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1025",2085,"Leonids",2085-11-06,2085-11-17,2085-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1026",2085,"Lyrids",2085-04-15,2085-04-22,2085-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1027",2085,"Northern Taurids",2085-10-13,2085-11-12,2085-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1028",2085,"Orionids",2085-10-02,2085-10-22,2085-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1029",2085,"Perseids",2085-07-17,2085-08-12,2085-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1030",2085,"Quadrantids",2085-01-01,2085-01-03,2085-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1031",2085,"Southern Taurids",2085-09-23,2085-10-10,2085-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1032",2085,"Ursids",2085-12-17,2085-12-22,2085-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1033",2086,"Delta Aquariids",2086-07-12,2086-07-30,2086-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1034",2086,"Draconids",2086-10-06,2086-10-08,2086-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1035",2086,"Eta Aquariids",2086-04-19,2086-05-06,2086-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1036",2086,"Geminids",2086-12-04,2086-12-14,2086-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1037",2086,"Leonids",2086-11-06,2086-11-17,2086-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1038",2086,"Lyrids",2086-04-15,2086-04-22,2086-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1039",2086,"Northern Taurids",2086-10-13,2086-11-12,2086-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1040",2086,"Orionids",2086-10-02,2086-10-22,2086-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1041",2086,"Perseids",2086-07-17,2086-08-12,2086-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1042",2086,"Quadrantids",2086-01-01,2086-01-03,2086-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1043",2086,"Southern Taurids",2086-09-23,2086-10-10,2086-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1044",2086,"Ursids",2086-12-17,2086-12-22,2086-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1045",2087,"Delta Aquariids",2087-07-12,2087-07-30,2087-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1046",2087,"Draconids",2087-10-06,2087-10-08,2087-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1047",2087,"Eta Aquariids",2087-04-19,2087-05-06,2087-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1048",2087,"Geminids",2087-12-04,2087-12-14,2087-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1049",2087,"Leonids",2087-11-06,2087-11-17,2087-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1050",2087,"Lyrids",2087-04-15,2087-04-22,2087-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1051",2087,"Northern Taurids",2087-10-13,2087-11-12,2087-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1052",2087,"Orionids",2087-10-02,2087-10-22,2087-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1053",2087,"Perseids",2087-07-17,2087-08-12,2087-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1054",2087,"Quadrantids",2087-01-01,2087-01-03,2087-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1055",2087,"Southern Taurids",2087-09-23,2087-10-10,2087-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1056",2087,"Ursids",2087-12-17,2087-12-22,2087-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1057",2088,"Delta Aquariids",2088-07-12,2088-07-30,2088-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1058",2088,"Draconids",2088-10-06,2088-10-08,2088-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1059",2088,"Eta Aquariids",2088-04-19,2088-05-06,2088-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1060",2088,"Geminids",2088-12-04,2088-12-14,2088-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1061",2088,"Leonids",2088-11-06,2088-11-17,2088-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1062",2088,"Lyrids",2088-04-15,2088-04-22,2088-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1063",2088,"Northern Taurids",2088-10-13,2088-11-12,2088-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1064",2088,"Orionids",2088-10-02,2088-10-22,2088-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1065",2088,"Perseids",2088-07-17,2088-08-12,2088-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1066",2088,"Quadrantids",2088-01-01,2088-01-03,2088-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1067",2088,"Southern Taurids",2088-09-23,2088-10-10,2088-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1068",2088,"Ursids",2088-12-17,2088-12-22,2088-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1069",2089,"Delta Aquariids",2089-07-12,2089-07-30,2089-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1070",2089,"Draconids",2089-10-06,2089-10-08,2089-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1071",2089,"Eta Aquariids",2089-04-19,2089-05-06,2089-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1072",2089,"Geminids",2089-12-04,2089-12-14,2089-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1073",2089,"Leonids",2089-11-06,2089-11-17,2089-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1074",2089,"Lyrids",2089-04-15,2089-04-22,2089-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1075",2089,"Northern Taurids",2089-10-13,2089-11-12,2089-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1076",2089,"Orionids",2089-10-02,2089-10-22,2089-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1077",2089,"Perseids",2089-07-17,2089-08-12,2089-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1078",2089,"Quadrantids",2089-01-01,2089-01-03,2089-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1079",2089,"Southern Taurids",2089-09-23,2089-10-10,2089-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1080",2089,"Ursids",2089-12-17,2089-12-22,2089-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1081",2090,"Delta Aquariids",2090-07-12,2090-07-30,2090-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1082",2090,"Draconids",2090-10-06,2090-10-08,2090-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1083",2090,"Eta Aquariids",2090-04-19,2090-05-06,2090-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1084",2090,"Geminids",2090-12-04,2090-12-14,2090-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1085",2090,"Leonids",2090-11-06,2090-11-17,2090-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1086",2090,"Lyrids",2090-04-15,2090-04-22,2090-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1087",2090,"Northern Taurids",2090-10-13,2090-11-12,2090-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1088",2090,"Orionids",2090-10-02,2090-10-22,2090-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1089",2090,"Perseids",2090-07-17,2090-08-12,2090-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1090",2090,"Quadrantids",2090-01-01,2090-01-03,2090-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1091",2090,"Southern Taurids",2090-09-23,2090-10-10,2090-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1092",2090,"Ursids",2090-12-17,2090-12-22,2090-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1093",2091,"Delta Aquariids",2091-07-12,2091-07-30,2091-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1094",2091,"Draconids",2091-10-06,2091-10-08,2091-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1095",2091,"Eta Aquariids",2091-04-19,2091-05-06,2091-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1096",2091,"Geminids",2091-12-04,2091-12-14,2091-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1097",2091,"Leonids",2091-11-06,2091-11-17,2091-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1098",2091,"Lyrids",2091-04-15,2091-04-22,2091-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1099",2091,"Northern Taurids",2091-10-13,2091-11-12,2091-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1100",2091,"Orionids",2091-10-02,2091-10-22,2091-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1101",2091,"Perseids",2091-07-17,2091-08-12,2091-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1102",2091,"Quadrantids",2091-01-01,2091-01-03,2091-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1103",2091,"Southern Taurids",2091-09-23,2091-10-10,2091-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1104",2091,"Ursids",2091-12-17,2091-12-22,2091-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1105",2092,"Delta Aquariids",2092-07-12,2092-07-30,2092-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1106",2092,"Draconids",2092-10-06,2092-10-08,2092-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
"1107",2092,"Eta Aquariids",2092-04-19,2092-05-06,2092-05-28,"Apr 19 - May 28","May 06",50,"Moderate"
"1108",2092,"Geminids",2092-12-04,2092-12-14,2092-12-20,"Dec 04 - Dec 20","Dec 14",150,"Very High"
"1109",2092,"Leonids",2092-11-06,2092-11-17,2092-11-30,"Nov 06 - Nov 30","Nov 17",15,"Low"
"1110",2092,"Lyrids",2092-04-15,2092-04-22,2092-04-29,"Apr 15 - Apr 29","Apr 22",18,"Low"
"1111",2092,"Northern Taurids",2092-10-13,2092-11-12,2092-12-02,"Oct 13 - Dec 02","Nov 12",5,"Very Low"
"1112",2092,"Orionids",2092-10-02,2092-10-22,2092-11-07,"Oct 02 - Nov 07","Oct 22",20,"Low"
"1113",2092,"Perseids",2092-07-17,2092-08-12,2092-08-24,"Jul 17 - Aug 24","Aug 12",100,"High"
"1114",2092,"Quadrantids",2092-01-01,2092-01-03,2092-01-05,"Jan 01 - Jan 05","Jan 03",120,"Very High"
"1115",2092,"Southern Taurids",2092-09-23,2092-10-10,2092-11-27,"Sep 23 - Nov 27","Oct 10",5,"Very Low"
"1116",2092,"Ursids",2092-12-17,2092-12-22,2092-12-26,"Dec 17 - Dec 26","Dec 22",10,"Very Low"
"1117",2093,"Delta Aquariids",2093-07-12,2093-07-30,2093-08-23,"Jul 12 - Aug 23","Jul 30",25,"Low"
"1118",2093,"Draconids",2093-10-06,2093-10-08,2093-10-10,"Oct 06 - Oct 10","Oct 08",10,"Very Low"
